JobId,Admitted,Deadline,Started,Finished,State,Latency
0,6912.318742986811,11912.318742986812,6922.582180976868,9870.729712983128,done,2948.14753200626
1,6912.318742986811,11912.318742986812,6922.582180976868,10991.231580012944,done,4068.649399036076
2,6912.318742986811,11912.318742986812,6922.582180976868,11928.453412993811,past_due,
3,6912.318742986811,11912.318742986812,6922.582180976868,11928.339405955747,past_due,
4,10001.765664709785,15001.765664709785,10012.55028295517,15015.89152294863,past_due,
5,10001.765664709785,15001.765664709785,10012.55028295517,15016.866671992,past_due,
6,10001.765664709785,15001.765664709785,10012.55028295517,15016.614235960413,past_due,
7,10001.765664709785,15001.765664709785,10012.55028295517,15016.528379951604,past_due,
8,19306.61414427111,24306.61414427111,19320.96467399597,24324.48060495872,past_due,
9,19306.61414427111,24306.61414427111,19320.96467399597,24323.85149702523,past_due,
10,19306.61414427111,24306.61414427111,19320.96467399597,24323.646725966595,past_due,
11,19306.61414427111,24306.61414427111,19320.96467399597,24323.294183002785,past_due,
12,65817.86764777105,70817.86764777105,65857.21492898464,70150.13933196478,done,4292.924402980134
13,65817.86764777105,70817.86764777105,65857.21492898464,70863.26237701159,past_due,
14,65817.86764777105,70817.86764777105,65857.21492898464,70863.27039796906,past_due,
15,65817.86764777105,70817.86764777105,65857.21492898464,70863.04962399462,past_due,
16,66758.22027910924,71758.22027910924,66799.58514499664,71805.34594800044,past_due,
17,66758.22027910924,71758.22027910924,66799.58514499664,71805.16435296228,past_due,
18,66758.22027910924,71758.22027910924,66799.58514499664,71804.87164101284,past_due,
19,66758.22027910924,71758.22027910924,66799.58514499664,71804.61422304576,past_due,
20,67083.66970341367,72083.66970341367,67126.09867793322,72132.1089278888,past_due,
21,67083.66970341367,72083.66970341367,67126.09867793322,72168.45475993864,past_due,
22,67083.66970341367,72083.66970341367,67126.09867793322,72169.34058088623,past_due,
23,67083.66970341367,72083.66970341367,67126.09867793322,72168.71650890494,past_due,
24,71255.2912366978,76255.2912366978,71298.92564499378,75626.24924197653,done,4327.323596982751
25,71255.2912366978,76255.2912366978,71298.92564499378,76301.53430298297,past_due,
26,71255.2912366978,76255.2912366978,71298.92564499378,76301.12042398751,past_due,
27,71255.2912366978,76255.2912366978,71298.92564499378,76300.83307098458,past_due,
28,76968.33352275766,81968.33352275766,77014.32011896372,78156.57244695444,done,1142.2523279907182
29,76968.33352275766,81968.33352275766,77014.32011896372,79977.32270098617,done,2963.0025820224546
30,76968.33352275766,81968.33352275766,77014.32011896372,81310.02352296468,done,4295.70340400096
31,76968.33352275766,81968.33352275766,77014.32011896372,82015.77482695552,past_due,
32,90284.68774195429,95284.68774195429,90334.81713795662,92445.79112597601,done,2110.973988019396
33,90284.68774195429,95284.68774195429,90334.81713795662,94373.60858100327,done,4038.791443046648
34,90284.68774195429,95284.68774195429,90334.81713795662,95340.52240898926,past_due,
35,90284.68774195429,95284.68774195429,90334.81713795662,95340.42101496924,past_due,
36,105687.4452353154,110687.4452353154,105744.1119069457,107796.68697491195,done,2052.575067966245
37,105687.4452353154,110687.4452353154,105744.1119069457,108638.30157890823,done,2894.189671962522
38,105687.4452353154,110687.4452353154,105744.1119069457,109431.29692992568,done,3687.185022979975
39,105687.4452353154,110687.4452353154,105744.1119069457,110420.59378998727,done,4676.481883041561
40,106891.86981399638,111891.86981399638,106950.56778496504,111956.10783192236,past_due,
41,106891.86981399638,111891.86981399638,106950.56778496504,111954.99387099547,past_due,
42,106891.86981399638,111891.86981399638,106950.56778496504,111956.25758492528,past_due,
43,106891.86981399638,111891.86981399638,106950.56778496504,111955.99940496171,past_due,
44,122844.73044179464,127844.73044179464,122909.8783159852,124673.43209299631,done,1763.5537770111114
45,122844.73044179464,127844.73044179464,122909.8783159852,127319.71801898815,done,4409.839703002945
46,122844.73044179464,127844.73044179464,122909.8783159852,127915.31558998302,past_due,
47,122844.73044179464,127844.73044179464,122909.8783159852,127915.17977602687,past_due,
48,145844.34815919152,150844.34815919152,145915.41032093763,147885.8138129227,done,1970.4034919850528
49,145844.34815919152,150844.34815919152,145915.41032093763,150192.356618959,done,4276.9462980213575
50,145844.34815919152,150844.34815919152,145915.41032093763,150921.13746594358,past_due,
51,145844.34815919152,150844.34815919152,145915.41032093763,150921.0563969328,past_due,
52,146331.67985404385,151331.67985404385,146403.99515599012,151409.2343330197,past_due,
53,146331.67985404385,151331.67985404385,146403.99515599012,151408.90900498955,past_due,
54,146331.67985404385,151331.67985404385,146403.99515599012,151408.69700995274,past_due,
55,146331.67985404385,151331.67985404385,146403.99515599012,151408.61169195734,past_due,
56,156341.4773926144,161341.4773926144,156414.70341795683,157668.44253694033,done,1253.7391189835034
57,156341.4773926144,161341.4773926144,156414.70341795683,159618.1240789392,done,3203.420660982374
58,156341.4773926144,161341.4773926144,156414.70341795683,161163.60099594202,done,4748.89757798519
59,156341.4773926144,161341.4773926144,156414.70341795683,161420.01451293798,past_due,
60,196758.2090747812,201758.2090747812,196850.6695100069,198605.46471805638,done,1754.7952080494724
61,196758.2090747812,201758.2090747812,196850.6695100069,200679.3267890308,done,3828.6572790239006
62,196758.2090747812,201758.2090747812,196850.6695100069,201856.55487600807,past_due,
63,196758.2090747812,201758.2090747812,196850.6695100069,201856.45388798648,past_due,
64,265182.50601557473,270182.50601557473,265314.8529509306,266702.56095392304,done,1387.70800299244
65,265182.50601557473,270182.50601557473,265314.8529509306,268429.1893269508,done,3114.336376020219
66,265182.50601557473,270182.50601557473,265314.8529509306,269153.44180196896,done,3838.588851038367
67,265182.50601557473,270182.50601557473,265314.8529509306,269778.4924339028,done,4463.639482972212
68,266522.2917943621,271522.2917943621,266656.629259944,270291.1789479098,done,3634.549687965773
69,266522.2917943621,271522.2917943621,266656.629259944,271661.1453719801,past_due,
70,266522.2917943621,271522.2917943621,266656.629259944,271662.28189891117,past_due,
71,266522.2917943621,271522.2917943621,266656.629259944,271661.5186239491,past_due,
72,303364.6752231051,308364.6752231051,303520.4702529907,307463.59355500573,done,3943.12330201501
73,303364.6752231051,308364.6752231051,303520.4702529907,308526.70328298956,past_due,
74,303364.6752231051,308364.6752231051,303520.4702529907,308526.21694599185,past_due,
75,303364.6752231051,308364.6752231051,303520.4702529907,308526.99778098287,past_due,
76,305579.67280414386,310579.67280414386,305738.1254969835,310744.5315039689,past_due,
77,305579.67280414386,310579.67280414386,305738.1254969835,310743.3110919986,past_due,
78,305579.67280414386,310579.67280414386,305738.1254969835,310744.6813449818,past_due,
79,305579.67280414386,310579.67280414386,305738.1254969835,310744.4017529809,past_due,
80,337627.0914492989,342627.0914492989,337801.7713969946,339702.1183860395,done,1900.34698904492
81,337627.0914492989,342627.0914492989,337801.7713969946,342807.80404799385,past_due,
82,337627.0914492989,342627.0914492989,337801.7713969946,342807.31488996185,past_due,
83,337627.0914492989,342627.0914492989,337801.7713969946,342808.1212599552,past_due,
84,346381.18388359394,351381.18388359394,346558.477093935,349207.359927943,done,2648.8828340079635
85,346381.18388359394,351381.18388359394,346558.477093935,351561.1959579438,past_due,
86,346381.18388359394,351381.18388359394,346558.477093935,351560.84564695274,past_due,
87,346381.18388359394,351381.18388359394,346558.477093935,351560.67060493305,past_due,
88,348566.23840309744,353566.23840309744,348746.71865201,353752.8569000299,past_due,
89,348566.23840309744,353566.23840309744,348746.71865201,353752.91844205844,past_due,
90,348566.23840309744,353566.23840309744,348746.71865201,353752.6848310247,past_due,
91,348566.23840309744,353566.23840309744,348746.71865201,353752.4540220495,past_due,
92,355840.3874145407,360840.3874145407,356023.26897096634,359170.4216450015,done,3147.152674035169
93,355840.3874145407,360840.3874145407,356023.26897096634,361025.91894795466,past_due,
94,355840.3874145407,360840.3874145407,356023.26897096634,361025.5738559207,past_due,
95,355840.3874145407,360840.3874145407,356023.26897096634,361025.33433902124,past_due,
96,393308.9764933688,398308.9764933688,393514.0321620106,395081.41867203586,done,1567.3865100252442
97,393308.9764933688,398308.9764933688,393514.0321620106,397824.54456201004,done,4310.512399999425
98,393308.9764933688,398308.9764933688,393514.0321620106,398519.1181319947,past_due,
99,393308.9764933688,398308.9764933688,393514.0321620106,398519.0253940359,past_due,
100,403673.61455374944,408673.61455374944,403880.15397799015,406906.69443200156,done,3026.5404540114105
101,403673.61455374944,408673.61455374944,403880.15397799015,408282.5427379953,done,4402.388760005124
102,403673.61455374944,408673.61455374944,403880.15397799015,408885.753198972,past_due,
103,403673.61455374944,408673.61455374944,403880.15397799015,408885.6709410115,past_due,
104,409612.25964492303,414612.25964492303,409821.0364269614,412570.6202869476,done,2749.58385998616
105,409612.25964492303,414612.25964492303,409821.0364269614,413559.76730593806,done,3738.73087897664
106,409612.25964492303,414612.25964492303,409821.0364269614,414822.89983498026,past_due,
107,409612.25964492303,414612.25964492303,409821.0364269614,414822.62623697147,past_due,
108,419591.7155588256,424591.7155588256,419802.5154009461,420954.26270694,done,1151.747305993922
109,419591.7155588256,424591.7155588256,419802.5154009461,423742.040061939,done,3939.5246609929018
110,419591.7155588256,424591.7155588256,419802.5154009461,424806.3639709376,past_due,
111,419591.7155588256,424591.7155588256,419802.5154009461,424806.28772594495,past_due,
112,424322.1224469194,429322.1224469194,424534.4832239747,426785.88817297295,done,2251.4049489982426
113,424322.1224469194,429322.1224469194,424534.4832239747,429536.9400699814,past_due,
114,424322.1224469194,429322.1224469194,424534.4832239747,429537.1743219979,past_due,
115,424322.1224469194,429322.1224469194,424534.4832239747,429537.0657099369,past_due,
116,430270.24811373086,435270.24811373086,430483.598706007,434949.019079024,done,4465.420373016968
117,430270.24811373086,435270.24811373086,430483.598706007,435486.36870201165,past_due,
118,430270.24811373086,435270.24811373086,430483.598706007,435485.49557499075,past_due,
119,430270.24811373086,435270.24811373086,430483.598706007,435486.4397239727,past_due,
120,434899.99495227815,439899.99495227815,435113.95902097225,437512.55724297604,done,2398.598222003784
121,434899.99495227815,439899.99495227815,435113.95902097225,438192.60972998105,done,3078.650709008798
122,434899.99495227815,439899.99495227815,435113.95902097225,439359.5118419407,done,4245.552820968442
123,434899.99495227815,439899.99495227815,435113.95902097225,440118.79939700244,past_due,
124,443007.308619344,448007.308619344,443221.9872649312,445906.1129199127,done,2684.125654981472
125,443007.308619344,448007.308619344,443221.9872649312,448224.34034093935,past_due,
126,443007.308619344,448007.308619344,443221.9872649312,448224.80787197314,past_due,
127,443007.308619344,448007.308619344,443221.9872649312,448224.670597936,past_due,
128,453401.6478966054,458401.6478966054,453617.2730169892,454322.15866700787,done,704.8856500186957
129,453401.6478966054,458401.6478966054,453617.2730169892,455997.1142200338,done,2379.8412030446343
130,453401.6478966054,458401.6478966054,453617.2730169892,457549.4863070016,done,3932.2132900124416
131,453401.6478966054,458401.6478966054,453617.2730169892,458622.53259702626,past_due,
132,459288.1448035258,464288.1448035258,459504.839106977,461205.14333497453,done,1700.3042279975489
133,459288.1448035258,464288.1448035258,459504.839106977,463447.1835519555,done,3942.344444978517
134,459288.1448035258,464288.1448035258,459504.839106977,464506.63032195484,past_due,
135,459288.1448035258,464288.1448035258,459504.839106977,464506.5147689795,past_due,
136,482445.2215553974,487445.2215553974,482665.9922639728,484040.02934400976,done,1374.037080036942
137,482445.2215553974,487445.2215553974,482665.9922639728,485275.0328519969,done,2609.0405880240723
138,482445.2215553974,487445.2215553974,482665.9922639728,486371.6386359656,done,3705.6463719927706
139,482445.2215553974,487445.2215553974,482665.9922639728,487669.94155300834,past_due,
140,506800.5664895818,511800.5664895818,507031.7290189862,508548.13583500916,done,1516.4068160229365
141,506800.5664895818,511800.5664895818,507031.7290189862,510912.76890903944,done,3881.039890053216
142,506800.5664895818,511800.5664895818,507031.7290189862,511769.74411399104,done,4738.015095004812
143,506800.5664895818,511800.5664895818,507031.7290189862,512037.97165895347,past_due,
144,518988.0313481532,523988.0313481532,519222.4220950008,520797.8681500387,done,1575.4460550379008
145,518988.0313481532,523988.0313481532,519222.4220950008,523098.9906089814,done,3876.568513980601
146,518988.0313481532,523988.0313481532,519222.4220950008,524158.09361798136,past_due,
147,518988.0313481532,523988.0313481532,519222.4220950008,524227.6379790125,past_due,
148,534917.9746191262,539917.9746191262,535158.457235992,537333.217911981,done,2174.7606759890914
149,534917.9746191262,539917.9746191262,535158.457235992,539961.9661719538,past_due,
150,534917.9746191262,539917.9746191262,535158.457235992,540164.2669139896,past_due,
151,534917.9746191262,539917.9746191262,535158.457235992,540164.3038019887,past_due,
152,549631.7953422661,554631.7953422661,549877.8406630158,552072.9974000137,done,2195.1567369978875
153,549631.7953422661,554631.7953422661,549877.8406630158,552943.5659900196,done,3065.725327003747
154,549631.7953422661,554631.7953422661,549877.8406630158,554750.9569100225,past_due,
155,549631.7953422661,554631.7953422661,549877.8406630158,554883.0162330419,past_due,
156,555989.5733482233,560989.5733482233,556237.8493539691,558795.7435089448,done,2557.8941549756564
157,555989.5733482233,560989.5733482233,556237.8493539691,560385.606082953,done,4147.75672898395
158,555989.5733482233,560989.5733482233,556237.8493539691,561239.1497339522,past_due,
159,555989.5733482233,560989.5733482233,556237.8493539691,561240.1511089811,past_due,
160,580325.1915968253,585325.1915968253,580580.6107079387,584255.7257459392,done,3675.115038000513
161,580325.1915968253,585325.1915968253,580580.6107079387,585416.6852999604,past_due,
162,580325.1915968253,585325.1915968253,580580.6107079387,585585.9804429472,past_due,
163,580325.1915968253,585325.1915968253,580580.6107079387,585585.7885369458,past_due,
164,581056.5701393296,586056.5701393296,581313.6079439521,586319.6716989717,past_due,
165,581056.5701393296,586056.5701393296,581313.6079439521,586319.2580059497,past_due,
166,581056.5701393296,586056.5701393296,581313.6079439521,586318.5945469397,past_due,
167,581056.5701393296,586056.5701393296,581313.6079439521,586318.3367519616,past_due,
168,607830.7035474995,612830.7035474995,608096.7191359401,609705.7798039191,done,1609.060667979065
169,607830.7035474995,612830.7035474995,608096.7191359401,611391.2205619295,done,3294.501425989438
170,607830.7035474995,612830.7035474995,608096.7191359401,613102.2773519531,past_due,
171,607830.7035474995,612830.7035474995,608096.7191359401,613102.1524929698,past_due,
172,608642.2891586028,613642.2891586028,608909.6538379788,613914.640693937,past_due,
173,608642.2891586028,613642.2891586028,608909.6538379788,613914.352679986,past_due,
174,608642.2891586028,613642.2891586028,608909.6538379788,613914.3788879854,past_due,
175,608642.2891586028,613642.2891586028,608909.6538379788,613914.1962379916,past_due,
176,621496.3032752429,626496.3032752429,621767.2284259796,623136.9484249488,done,1369.7199989692308
177,621496.3032752429,626496.3032752429,621767.2284259796,624280.8995239655,done,2513.6710979859345
178,621496.3032752429,626496.3032752429,621767.2284259796,625869.8623580029,done,4102.633932023309
179,621496.3032752429,626496.3032752429,621767.2284259796,626772.21541599,past_due,
180,645246.6402082733,650246.6402082733,645523.6498659849,,past_due,
181,645246.6402082733,650246.6402082733,645523.6498659849,,past_due,
182,645246.6402082733,650246.6402082733,645523.6498659849,,past_due,
183,645246.6402082733,650246.6402082733,645523.6498659849,,past_due,
